id,path,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage
36366,/kaggle/input/fashion-product-images-small/images/36366.jpg,1,2,27,73,1,2,2,3
40120,/kaggle/input/fashion-product-images-small/images/40120.jpg,2,1,1,5,6,2,2,1
10650,/kaggle/input/fashion-product-images-small/images/10650.jpg,1,1,1,1,2,1,1,1
57197,/kaggle/input/fashion-product-images-small/images/57197.jpg,2,1,1,55,2,2,2,1
56045,/kaggle/input/fashion-product-images-small/images/56045.jpg,2,4,14,19,16,4,4,1
53537,/kaggle/input/fashion-product-images-small/images/53537.jpg,2,1,9,25,25,3,5,1
38806,/kaggle/input/fashion-product-images-small/images/38806.jpg,1,1,1,5,17,2,2,1
44580,/kaggle/input/fashion-product-images-small/images/44580.jpg,1,1,2,2,4,2,4,1
4775,/kaggle/input/fashion-product-images-small/images/4775.jpg,2,1,2,4,4,2,1,4
56879,/kaggle/input/fashion-product-images-small/images/56879.jpg,2,3,5,28,4,3,2,1
21117,/kaggle/input/fashion-product-images-small/images/21117.jpg,1,1,1,1,8,1,1,1
15322,/kaggle/input/fashion-product-images-small/images/15322.jpg,1,1,1,56,4,1,1,1
51260,/kaggle/input/fashion-product-images-small/images/51260.jpg,1,2,6,8,4,4,8,3
8984,/kaggle/input/fashion-product-images-small/images/8984.jpg,1,3,5,7,6,1,1,1
22792,/kaggle/input/fashion-product-images-small/images/22792.jpg,1,1,1,5,8,1,1,1
35725,/kaggle/input/fashion-product-images-small/images/35725.jpg,1,3,5,23,9,2,2,4
47305,/kaggle/input/fashion-product-images-small/images/47305.jpg,2,2,8,10,10,2,2,1
6022,/kaggle/input/fashion-product-images-small/images/6022.jpg,1,1,1,5,4,2,1,1
9856,/kaggle/input/fashion-product-images-small/images/9856.jpg,1,1,1,5,17,1,1,1
31385,/kaggle/input/fashion-product-images-small/images/31385.jpg,1,1,1,5,5,2,2,1
3550,/kaggle/input/fashion-product-images-small/images/3550.jpg,1,3,5,7,10,3,5,1
42677,/kaggle/input/fashion-product-images-small/images/42677.jpg,2,1,1,21,6,2,2,2
12107,/kaggle/input/fashion-product-images-small/images/12107.jpg,2,1,1,78,29,1,1,2
26332,/kaggle/input/fashion-product-images-small/images/26332.jpg,2,2,3,3,8,3,3,1
54712,/kaggle/input/fashion-product-images-small/images/54712.jpg,2,1,21,40,4,1,2,2
30257,/kaggle/input/fashion-product-images-small/images/30257.jpg,1,3,5,7,5,3,9,1
2482,/kaggle/input/fashion-product-images-small/images/2482.jpg,2,1,1,11,4,1,1,1
51052,/kaggle/input/fashion-product-images-small/images/51052.jpg,2,1,9,25,4,2,4,1
49891,/kaggle/input/fashion-product-images-small/images/49891.jpg,5,2,3,3,2,3,3,1
23472,/kaggle/input/fashion-product-images-small/images/23472.jpg,1,2,17,33,7,3,5,1
48943,/kaggle/input/fashion-product-images-small/images/48943.jpg,1,2,13,31,23,2,2,1
50180,/kaggle/input/fashion-product-images-small/images/50180.jpg,2,2,8,10,17,2,2,1
17647,/kaggle/input/fashion-product-images-small/images/17647.jpg,1,3,7,9,17,4,8,1
30859,/kaggle/input/fashion-product-images-small/images/30859.jpg,2,1,1,21,14,2,2,2
47137,/kaggle/input/fashion-product-images-small/images/47137.jpg,2,2,8,10,29,2,5,1
3762,/kaggle/input/fashion-product-images-small/images/3762.jpg,1,1,1,5,7,2,1,1
30065,/kaggle/input/fashion-product-images-small/images/30065.jpg,1,2,3,3,21,3,3,1
9258,/kaggle/input/fashion-product-images-small/images/9258.jpg,1,1,1,1,6,1,1,3
54520,/kaggle/input/fashion-product-images-small/images/54520.jpg,1,3,5,7,8,1,2,1
10462,/kaggle/input/fashion-product-images-small/images/10462.jpg,1,1,1,5,8,1,1,1
24657,/kaggle/input/fashion-product-images-small/images/24657.jpg,1,2,4,6,10,2,3,1
38208,/kaggle/input/fashion-product-images-small/images/38208.jpg,2,2,16,29,5,3,3,1
40312,/kaggle/input/fashion-product-images-small/images/40312.jpg,5,3,10,13,8,4,8,1
25785,/kaggle/input/fashion-product-images-small/images/25785.jpg,1,1,1,89,2,2,2,3
56277,/kaggle/input/fashion-product-images-small/images/56277.jpg,2,1,9,12,16,2,4,1
5495,/kaggle/input/fashion-product-images-small/images/5495.jpg,1,1,1,5,6,2,1,1
37240,/kaggle/input/fashion-product-images-small/images/37240.jpg,1,3,5,7,10,2,2,1
1809,/kaggle/input/fashion-product-images-small/images/1809.jpg,2,1,1,5,2,1,7,4
21325,/kaggle/input/fashion-product-images-small/images/21325.jpg,1,2,16,29,4,3,3,1
15110,/kaggle/input/fashion-product-images-small/images/15110.jpg,1,1,2,45,4,1,1,3
45660,/kaggle/input/fashion-product-images-small/images/45660.jpg,1,1,9,30,4,2,3,1
4547,/kaggle/input/fashion-product-images-small/images/4547.jpg,1,3,5,23,8,2,1,4
36392,/kaggle/input/fashion-product-images-small/images/36392.jpg,1,2,4,6,5,2,3,1
17223,/kaggle/input/fashion-product-images-small/images/17223.jpg,2,2,16,29,4,3,3,1
47553,/kaggle/input/fashion-product-images-small/images/47553.jpg,2,3,5,28,4,3,2,1
6674,/kaggle/input/fashion-product-images-small/images/6674.jpg,2,3,5,23,4,2,1,4
54978,/kaggle/input/fashion-product-images-small/images/54978.jpg,2,1,19,58,2,2,4,1
35173,/kaggle/input/fashion-product-images-small/images/35173.jpg,5,2,8,61,17,2,5,1
46481,/kaggle/input/fashion-product-images-small/images/46481.jpg,2,2,3,3,27,3,3,1
51436,/kaggle/input/fashion-product-images-small/images/51436.jpg,2,1,1,11,8,2,2,1
13683,/kaggle/input/fashion-product-images-small/images/13683.jpg,1,3,5,23,2,1,1,4
54144,/kaggle/input/fashion-product-images-small/images/54144.jpg,2,3,5,28,10,3,2,1
12751,/kaggle/input/fashion-product-images-small/images/12751.jpg,1,1,2,2,2,1,1,1
3306,/kaggle/input/fashion-product-images-small/images/3306.jpg,1,3,5,23,8,4,1,4
42021,/kaggle/input/fashion-product-images-small/images/42021.jpg,2,3,5,7,4,2,2,1
32356,/kaggle/input/fashion-product-images-small/images/32356.jpg,1,2,3,3,9,3,3,1
10006,/kaggle/input/fashion-product-images-small/images/10006.jpg,1,1,1,5,4,1,1,4
24233,/kaggle/input/fashion-product-images-small/images/24233.jpg,2,1,1,21,10,1,2,2
33284,/kaggle/input/fashion-product-images-small/images/33284.jpg,1,1,1,5,8,2,2,1
40776,/kaggle/input/fashion-product-images-small/images/40776.jpg,1,3,7,9,4,2,2,1
21741,/kaggle/input/fashion-product-images-small/images/21741.jpg,5,3,5,7,8,1,1,1
15574,/kaggle/input/fashion-product-images-small/images/15574.jpg,3,1,1,5,7,1,1,1
45204,/kaggle/input/fashion-product-images-small/images/45204.jpg,2,2,3,3,7,3,3,1
4123,/kaggle/input/fashion-product-images-small/images/4123.jpg,5,3,5,7,8,2,1,1
37624,/kaggle/input/fashion-product-images-small/images/37624.jpg,3,1,1,5,1,2,2,1
53361,/kaggle/input/fashion-product-images-small/images/53361.jpg,2,2,8,43,14,2,2,1
56421,/kaggle/input/fashion-product-images-small/images/56421.jpg,2,1,9,12,4,2,4,1
32164,/kaggle/input/fashion-product-images-small/images/32164.jpg,2,2,4,6,1,2,4,1
40544,/kaggle/input/fashion-product-images-small/images/40544.jpg,2,2,3,3,4,3,3,1
45036,/kaggle/input/fashion-product-images-small/images/45036.jpg,1,2,3,3,4,3,3,1
4311,/kaggle/input/fashion-product-images-small/images/4311.jpg,5,1,1,5,6,2,1,1
21573,/kaggle/input/fashion-product-images-small/images/21573.jpg,1,2,4,6,25,3,5,1
59469,/kaggle/input/fashion-product-images-small/images/59469.jpg,2,2,13,39,22,2,8,1
15746,/kaggle/input/fashion-product-images-small/images/15746.jpg,1,3,5,23,8,4,8,4
32958,/kaggle/input/fashion-product-images-small/images/32958.jpg,1,1,1,5,21,2,2,1
52081,/kaggle/input/fashion-product-images-small/images/52081.jpg,1,1,1,5,5,2,2,1
14694,/kaggle/input/fashion-product-images-small/images/14694.jpg,1,1,2,45,6,1,1,1
37416,/kaggle/input/fashion-product-images-small/images/37416.jpg,2,2,8,10,8,2,2,1
47761,/kaggle/input/fashion-product-images-small/images/47761.jpg,2,2,8,10,4,2,2,1
6446,/kaggle/input/fashion-product-images-small/images/6446.jpg,1,3,5,7,5,2,1,1
34293,/kaggle/input/fashion-product-images-small/images/34293.jpg,2,1,1,50,19,2,2,2
18865,/kaggle/input/fashion-product-images-small/images/18865.jpg,1,1,1,15,17,1,1,1
23224,/kaggle/input/fashion-product-images-small/images/23224.jpg,2,1,1,21,29,1,1,2
17011,/kaggle/input/fashion-product-images-small/images/17011.jpg,2,3,5,20,3,3,2,1
51604,/kaggle/input/fashion-product-images-small/images/51604.jpg,2,1,2,2,1,1,2,1
3908,/kaggle/input/fashion-product-images-small/images/3908.jpg,2,1,2,4,2,2,1,1
7594,/kaggle/input/fashion-product-images-small/images/7594.jpg,2,3,5,23,29,2,1,4
35341,/kaggle/input/fashion-product-images-small/images/35341.jpg,2,3,5,28,10,2,2,1
18059,/kaggle/input/fashion-product-images-small/images/18059.jpg,2,2,20,37,9,3,5,1
30633,/kaggle/input/fashion-product-images-small/images/30633.jpg,1,1,1,5,5,2,2,1
3134,/kaggle/input/fashion-product-images-small/images/3134.jpg,2,3,5,28,3,3,5,1
42213,/kaggle/input/fashion-product-images-small/images/42213.jpg,2,1,1,11,19,2,2,1
39311,/kaggle/input/fashion-product-images-small/images/39311.jpg,1,3,7,9,25,2,2,1
44779,/kaggle/input/fashion-product-images-small/images/44779.jpg,1,3,5,7,8,2,2,1
14009,/kaggle/input/fashion-product-images-small/images/14009.jpg,1,1,1,5,4,1,1,1
58326,/kaggle/input/fashion-product-images-small/images/58326.jpg,2,3,7,9,8,2,2,1
36359,/kaggle/input/fashion-product-images-small/images/36359.jpg,1,2,27,73,2,2,2,3
7309,/kaggle/input/fashion-product-images-small/images/7309.jpg,2,1,1,11,14,2,1,1
30892,/kaggle/input/fashion-product-images-small/images/30892.jpg,2,1,2,94,8,2,2,2
28051,/kaggle/input/fashion-product-images-small/images/28051.jpg,1,1,9,25,35,2,3,1
48988,/kaggle/input/fashion-product-images-small/images/48988.jpg,2,2,13,39,3,2,2,1
55439,/kaggle/input/fashion-product-images-small/images/55439.jpg,2,4,14,19,14,4,4,1
19716,/kaggle/input/fashion-product-images-small/images/19716.jpg,1,1,1,1,2,1,1,1
49066,/kaggle/input/fashion-product-images-small/images/49066.jpg,2,2,8,10,1,2,2,1
8341,/kaggle/input/fashion-product-images-small/images/8341.jpg,3,1,1,5,6,1,1,1
50977,/kaggle/input/fashion-product-images-small/images/50977.jpg,2,1,9,12,9,2,4,1
27019,/kaggle/input/fashion-product-images-small/images/27019.jpg,2,1,2,2,2,2,2,1
22759,/kaggle/input/fashion-product-images-small/images/22759.jpg,2,1,1,21,8,1,1,2
50379,/kaggle/input/fashion-product-images-small/images/50379.jpg,2,1,2,93,8,2,2,2
28263,/kaggle/input/fashion-product-images-small/images/28263.jpg,1,4,12,16,2,4,4,1
19524,/kaggle/input/fashion-product-images-small/images/19524.jpg,1,1,1,64,2,1,1,1
7907,/kaggle/input/fashion-product-images-small/images/7907.jpg,1,1,1,5,5,1,1,1
48386,/kaggle/input/fashion-product-images-small/images/48386.jpg,1,1,2,2,4,2,2,1
33419,/kaggle/input/fashion-product-images-small/images/33419.jpg,2,2,8,10,12,2,2,1
58928,/kaggle/input/fashion-product-images-small/images/58928.jpg,2,2,8,10,31,2,7,1
37885,/kaggle/input/fashion-product-images-small/images/37885.jpg,5,2,4,6,17,2,3,1
36957,/kaggle/input/fashion-product-images-small/images/36957.jpg,1,3,5,23,8,2,2,4
39123,/kaggle/input/fashion-product-images-small/images/39123.jpg,2,1,2,75,8,1,2,1
57960,/kaggle/input/fashion-product-images-small/images/57960.jpg,2,1,15,26,9,2,2,2
45499,/kaggle/input/fashion-product-images-small/images/45499.jpg,2,1,2,51,1,2,2,1
34258,/kaggle/input/fashion-product-images-small/images/34258.jpg,1,1,2,67,1,2,8,4
28607,/kaggle/input/fashion-product-images-small/images/28607.jpg,1,3,5,23,8,2,2,4
16108,/kaggle/input/fashion-product-images-small/images/16108.jpg,1,2,16,29,10,3,3,1
18092,/kaggle/input/fashion-product-images-small/images/18092.jpg,1,1,9,25,1,2,3,1
49630,/kaggle/input/fashion-product-images-small/images/49630.jpg,2,1,18,34,2,2,2,1
8517,/kaggle/input/fashion-product-images-small/images/8517.jpg,5,2,8,43,1,2,1,4
19140,/kaggle/input/fashion-product-images-small/images/19140.jpg,1,3,10,13,4,1,1,1
25118,/kaggle/input/fashion-product-images-small/images/25118.jpg,2,2,8,41,4,3,5,1
39547,/kaggle/input/fashion-product-images-small/images/39547.jpg,1,3,7,9,17,2,2,1
52876,/kaggle/input/fashion-product-images-small/images/52876.jpg,2,1,15,26,25,1,2,2
44913,/kaggle/input/fashion-product-images-small/images/44913.jpg,1,1,2,4,8,2,2,1
25924,/kaggle/input/fashion-product-images-small/images/25924.jpg,2,1,1,5,19,2,2,1
58570,/kaggle/input/fashion-product-images-small/images/58570.jpg,1,1,1,5,6,2,2,1
33841,/kaggle/input/fashion-product-images-small/images/33841.jpg,1,3,5,7,8,2,2,1
5208,/kaggle/input/fashion-product-images-small/images/5208.jpg,1,1,1,5,8,2,1,1
39775,/kaggle/input/fashion-product-images-small/images/39775.jpg,1,1,1,1,8,2,2,1
5806,/kaggle/input/fashion-product-images-small/images/5806.jpg,2,1,1,5,17,2,1,1
59690,/kaggle/input/fashion-product-images-small/images/59690.jpg,2,1,9,12,5,2,6,1
11923,/kaggle/input/fashion-product-images-small/images/11923.jpg,1,3,5,17,10,2,1,3
58742,/kaggle/input/fashion-product-images-small/images/58742.jpg,1,1,1,5,45,2,2,1
28435,/kaggle/input/fashion-product-images-small/images/28435.jpg,2,2,3,3,8,3,3,1
43904,/kaggle/input/fashion-product-images-small/images/43904.jpg,1,1,1,1,2,2,2,1
47598,/kaggle/input/fashion-product-images-small/images/47598.jpg,2,3,5,28,4,3,2,1
55861,/kaggle/input/fashion-product-images-small/images/55861.jpg,2,4,29,82,6,4,4,1
13648,/kaggle/input/fashion-product-images-small/images/13648.jpg,1,3,5,23,3,1,1,4
34856,/kaggle/input/fashion-product-images-small/images/34856.jpg,1,3,5,7,4,2,2,1
35984,/kaggle/input/fashion-product-images-small/images/35984.jpg,2,1,1,11,2,2,2,1
19372,/kaggle/input/fashion-product-images-small/images/19372.jpg,1,3,5,17,10,3,9,3
22933,/kaggle/input/fashion-product-images-small/images/22933.jpg,2,2,3,3,8,3,3,1
8725,/kaggle/input/fashion-product-images-small/images/8725.jpg,1,1,1,1,4,1,1,1
6479,/kaggle/input/fashion-product-images-small/images/6479.jpg,1,1,1,5,4,2,1,1
29721,/kaggle/input/fashion-product-images-small/images/29721.jpg,1,1,1,1,7,2,2,3
3937,/kaggle/input/fashion-product-images-small/images/3937.jpg,2,1,1,5,14,2,1,1
19988,/kaggle/input/fashion-product-images-small/images/19988.jpg,2,1,1,11,5,1,1,1
17812,/kaggle/input/fashion-product-images-small/images/17812.jpg,1,1,1,5,25,1,1,1
9431,/kaggle/input/fashion-product-images-small/images/9431.jpg,1,3,5,23,5,2,1,4
48716,/kaggle/input/fashion-product-images-small/images/48716.jpg,2,2,13,46,22,2,8,1
45835,/kaggle/input/fashion-product-images-small/images/45835.jpg,2,1,1,21,2,2,2,2
52882,/kaggle/input/fashion-product-images-small/images/52882.jpg,2,1,15,26,8,2,2,2
38461,/kaggle/input/fashion-product-images-small/images/38461.jpg,2,2,20,37,10,2,2,1
45009,/kaggle/input/fashion-product-images-small/images/45009.jpg,1,2,3,3,23,3,3,1
59456,/kaggle/input/fashion-product-images-small/images/59456.jpg,2,2,13,39,3,2,8,1
15779,/kaggle/input/fashion-product-images-small/images/15779.jpg,1,1,9,25,2,2,3,1
32967,/kaggle/input/fashion-product-images-small/images/32967.jpg,1,1,1,5,5,2,2,1
37429,/kaggle/input/fashion-product-images-small/images/37429.jpg,2,2,8,10,27,2,2,1
39781,/kaggle/input/fashion-product-images-small/images/39781.jpg,1,1,1,1,8,2,2,3
32369,/kaggle/input/fashion-product-images-small/images/32369.jpg,1,2,3,3,4,3,3,1
4920,/kaggle/input/fashion-product-images-small/images/4920.jpg,2,1,1,11,14,2,1,1
10039,/kaggle/input/fashion-product-images-small/images/10039.jpg,1,3,5,23,8,1,1,4
40749,/kaggle/input/fashion-product-images-small/images/40749.jpg,2,3,7,9,2,3,2,1
38653,/kaggle/input/fashion-product-images-small/images/38653.jpg,1,3,5,7,4,2,2,1
59664,/kaggle/input/fashion-product-images-small/images/59664.jpg,2,1,15,26,7,1,2,2
10805,/kaggle/input/fashion-product-images-small/images/10805.jpg,1,1,1,1,4,1,1,1
14499,/kaggle/input/fashion-product-images-small/images/14499.jpg,1,3,5,7,6,1,1,1
23029,/kaggle/input/fashion-product-images-small/images/23029.jpg,1,1,1,1,2,1,1,3
54947,/kaggle/input/fashion-product-images-small/images/54947.jpg,1,1,1,5,15,2,2,1
7799,/kaggle/input/fashion-product-images-small/images/7799.jpg,1,3,5,7,8,1,1,1
55895,/kaggle/input/fashion-product-images-small/images/55895.jpg,2,4,29,82,14,4,4,1
29513,/kaggle/input/fashion-product-images-small/images/29513.jpg,2,2,3,3,8,3,3,1
42822,/kaggle/input/fashion-product-images-small/images/42822.jpg,2,1,9,25,4,2,2,1
51409,/kaggle/input/fashion-product-images-small/images/51409.jpg,1,1,1,1,40,2,2,1
9603,/kaggle/input/fashion-product-images-small/images/9603.jpg,1,1,1,1,10,1,1,1
48524,/kaggle/input/fashion-product-images-small/images/48524.jpg,2,1,18,34,8,2,2,1
23815,/kaggle/input/fashion-product-images-small/images/23815.jpg,1,3,5,7,4,1,1,1
18254,/kaggle/input/fashion-product-images-small/images/18254.jpg,2,1,1,21,6,1,1,2
27489,/kaggle/input/fashion-product-images-small/images/27489.jpg,2,1,9,25,8,1,5,1
19386,/kaggle/input/fashion-product-images-small/images/19386.jpg,1,2,23,54,17,1,1,1
35970,/kaggle/input/fashion-product-images-small/images/35970.jpg,1,1,1,5,4,2,2,1
3339,/kaggle/input/fashion-product-images-small/images/3339.jpg,1,1,1,5,8,2,1,1
24668,/kaggle/input/fashion-product-images-small/images/24668.jpg,5,3,5,7,1,2,7,1
38237,/kaggle/input/fashion-product-images-small/images/38237.jpg,5,2,16,29,10,3,3,1
15913,/kaggle/input/fashion-product-images-small/images/15913.jpg,1,1,1,1,8,1,1,3
56248,/kaggle/input/fashion-product-images-small/images/56248.jpg,1,1,19,35,4,2,3,1
1836,/kaggle/input/fashion-product-images-small/images/1836.jpg,1,3,5,23,3,1,7,4
4578,/kaggle/input/fashion-product-images-small/images/4578.jpg,1,3,5,23,17,2,1,4
26903,/kaggle/input/fashion-product-images-small/images/26903.jpg,2,1,1,11,14,2,2,1
29177,/kaggle/input/fashion-product-images-small/images/29177.jpg,3,1,2,24,2,2,2,1
17678,/kaggle/input/fashion-product-images-small/images/17678.jpg,2,3,5,28,2,3,5,1
30866,/kaggle/input/fashion-product-images-small/images/30866.jpg,2,1,1,21,17,2,2,2
47108,/kaggle/input/fashion-product-images-small/images/47108.jpg,3,3,10,13,4,1,2,1
49092,/kaggle/input/fashion-product-images-small/images/49092.jpg,2,4,14,91,34,4,4,1
31188,/kaggle/input/fashion-product-images-small/images/31188.jpg,1,2,20,37,4,2,2,1
50983,/kaggle/input/fashion-product-images-small/images/50983.jpg,2,1,19,72,14,2,4,1
9267,/kaggle/input/fashion-product-images-small/images/9267.jpg,1,1,1,1,2,1,1,1
28899,/kaggle/input/fashion-product-images-small/images/28899.jpg,2,1,9,25,2,2,2,1
48140,/kaggle/input/fashion-product-images-small/images/48140.jpg,2,2,20,37,10,3,3,1
18630,/kaggle/input/fashion-product-images-small/images/18630.jpg,1,1,1,5,17,1,1,1
29345,/kaggle/input/fashion-product-images-small/images/29345.jpg,1,1,1,5,1,2,2,1
12904,/kaggle/input/fashion-product-images-small/images/12904.jpg,1,3,5,23,17,1,1,4
9869,/kaggle/input/fashion-product-images-small/images/9869.jpg,1,1,1,5,5,1,1,1
28297,/kaggle/input/fashion-product-images-small/images/28297.jpg,1,2,16,29,4,3,3,1
42648,/kaggle/input/fashion-product-images-small/images/42648.jpg,2,1,1,21,4,2,2,2
8187,/kaggle/input/fashion-product-images-small/images/8187.jpg,1,1,1,1,2,2,1,1
12138,/kaggle/input/fashion-product-images-small/images/12138.jpg,2,1,1,21,6,1,1,2
6821,/kaggle/input/fashion-product-images-small/images/6821.jpg,1,3,10,13,10,2,1,1
18402,/kaggle/input/fashion-product-images-small/images/18402.jpg,1,3,5,7,4,1,1,1
9055,/kaggle/input/fashion-product-images-small/images/9055.jpg,1,3,5,23,8,1,1,4
48372,/kaggle/input/fashion-product-images-small/images/48372.jpg,1,1,1,1,10,2,2,1
38005,/kaggle/input/fashion-product-images-small/images/38005.jpg,1,2,3,3,14,3,3,1
37871,/kaggle/input/fashion-product-images-small/images/37871.jpg,1,2,20,37,4,2,2,1
25588,/kaggle/input/fashion-product-images-small/images/25588.jpg,2,1,21,40,6,1,1,2
21914,/kaggle/input/fashion-product-images-small/images/21914.jpg,2,1,21,40,15,1,1,2
40923,/kaggle/input/fashion-product-images-small/images/40923.jpg,3,1,2,2,2,2,2,1
53508,/kaggle/input/fashion-product-images-small/images/53508.jpg,2,1,9,12,8,3,5,1
38839,/kaggle/input/fashion-product-images-small/images/38839.jpg,2,1,18,34,31,2,2,1
5698,/kaggle/input/fashion-product-images-small/images/5698.jpg,1,3,5,7,10,3,5,1
57994,/kaggle/input/fashion-product-images-small/images/57994.jpg,2,1,18,34,10,1,2,1
56846,/kaggle/input/fashion-product-images-small/images/56846.jpg,1,1,2,2,2,1,2,1
59032,/kaggle/input/fashion-product-images-small/images/59032.jpg,2,3,5,28,11,3,2,1
21128,/kaggle/input/fashion-product-images-small/images/21128.jpg,2,1,1,11,2,1,1,1
1944,/kaggle/input/fashion-product-images-small/images/1944.jpg,1,1,1,5,2,1,7,1
53648,/kaggle/input/fashion-product-images-small/images/53648.jpg,2,2,8,10,9,2,2,1
59372,/kaggle/input/fashion-product-images-small/images/59372.jpg,2,1,1,21,5,2,2,2
21268,/kaggle/input/fashion-product-images-small/images/21268.jpg,5,2,8,43,4,1,1,1
38345,/kaggle/input/fashion-product-images-small/images/38345.jpg,3,1,1,5,15,2,2,1
39297,/kaggle/input/fashion-product-images-small/images/39297.jpg,1,3,10,13,4,3,9,1
15861,/kaggle/input/fashion-product-images-small/images/15861.jpg,5,3,7,9,2,1,1,1
51923,/kaggle/input/fashion-product-images-small/images/51923.jpg,2,2,8,10,14,2,3,1
19690,/kaggle/input/fashion-product-images-small/images/19690.jpg,1,1,1,1,5,1,1,1
12278,/kaggle/input/fashion-product-images-small/images/12278.jpg,1,1,1,1,16,1,1,3
18742,/kaggle/input/fashion-product-images-small/images/18742.jpg,2,1,1,11,10,1,1,1
48032,/kaggle/input/fashion-product-images-small/images/48032.jpg,1,2,3,3,4,3,3,1
26871,/kaggle/input/fashion-product-images-small/images/26871.jpg,2,1,1,11,8,2,2,1
34588,/kaggle/input/fashion-product-images-small/images/34588.jpg,2,1,18,34,29,2,2,1
30914,/kaggle/input/fashion-product-images-small/images/30914.jpg,2,1,1,78,7,2,2,2
7881,/kaggle/input/fashion-product-images-small/images/7881.jpg,1,3,5,17,4,2,1,3
9127,/kaggle/input/fashion-product-images-small/images/9127.jpg,2,3,5,23,8,1,1,4
48200,/kaggle/input/fashion-product-images-small/images/48200.jpg,1,2,16,29,4,3,3,1
18570,/kaggle/input/fashion-product-images-small/images/18570.jpg,1,1,1,5,17,1,1,1
13198,/kaggle/input/fashion-product-images-small/images/13198.jpg,1,3,5,23,2,1,1,4
6953,/kaggle/input/fashion-product-images-small/images/6953.jpg,2,1,1,11,2,2,1,1
12876,/kaggle/input/fashion-product-images-small/images/12876.jpg,1,3,5,17,4,1,2,3
35668,/kaggle/input/fashion-product-images-small/images/35668.jpg,1,3,7,9,10,2,2,1
29237,/kaggle/input/fashion-product-images-small/images/29237.jpg,2,3,5,20,4,2,2,1
17538,/kaggle/input/fashion-product-images-small/images/17538.jpg,1,1,1,1,17,1,1,3
47248,/kaggle/input/fashion-product-images-small/images/47248.jpg,1,3,5,7,19,2,8,1
20188,/kaggle/input/fashion-product-images-small/images/20188.jpg,1,1,1,1,5,1,1,1
39899,/kaggle/input/fashion-product-images-small/images/39899.jpg,1,3,10,62,10,2,2,1
41983,/kaggle/input/fashion-product-images-small/images/41983.jpg,3,1,1,5,8,2,2,1
56934,/kaggle/input/fashion-product-images-small/images/56934.jpg,2,3,5,28,3,3,2,1
4638,/kaggle/input/fashion-product-images-small/images/4638.jpg,2,3,5,23,8,2,1,4
24528,/kaggle/input/fashion-product-images-small/images/24528.jpg,1,1,1,1,8,1,1,1
37903,/kaggle/input/fashion-product-images-small/images/37903.jpg,1,4,12,27,4,4,4,1
38177,/kaggle/input/fashion-product-images-small/images/38177.jpg,1,2,16,29,4,3,3,1
56108,/kaggle/input/fashion-product-images-small/images/56108.jpg,2,4,14,52,16,4,4,1
9543,/kaggle/input/fashion-product-images-small/images/9543.jpg,1,1,1,5,17,1,1,4
17960,/kaggle/input/fashion-product-images-small/images/17960.jpg,1,3,10,13,4,1,1,1
48664,/kaggle/input/fashion-product-images-small/images/48664.jpg,2,2,13,46,3,2,8,1
3079,/kaggle/input/fashion-product-images-small/images/3079.jpg,1,1,1,5,14,2,1,1
8491,/kaggle/input/fashion-product-images-small/images/8491.jpg,2,1,1,11,8,1,1,1
28781,/kaggle/input/fashion-product-images-small/images/28781.jpg,2,1,9,25,10,2,4,1
29653,/kaggle/input/fashion-product-images-small/images/29653.jpg,1,1,1,1,2,2,2,3
3845,/kaggle/input/fashion-product-images-small/images/3845.jpg,1,1,1,5,10,2,1,1
59524,/kaggle/input/fashion-product-images-small/images/59524.jpg,2,2,13,46,3,2,5,1
32815,/kaggle/input/fashion-product-images-small/images/32815.jpg,2,3,7,9,10,3,2,1
32029,/kaggle/input/fashion-product-images-small/images/32029.jpg,1,2,4,6,5,2,3,4
45947,/kaggle/input/fashion-product-images-small/images/45947.jpg,2,1,1,11,2,2,2,1
44895,/kaggle/input/fashion-product-images-small/images/44895.jpg,1,1,1,5,6,2,2,1
10379,/kaggle/input/fashion-product-images-small/images/10379.jpg,2,1,1,5,17,1,1,1
40409,/kaggle/input/fashion-product-images-small/images/40409.jpg,2,1,1,11,4,2,2,1
53822,/kaggle/input/fashion-product-images-small/images/53822.jpg,2,1,1,55,4,1,2,1
45349,/kaggle/input/fashion-product-images-small/images/45349.jpg,2,3,5,28,14,2,3,1
15439,/kaggle/input/fashion-product-images-small/images/15439.jpg,2,2,8,10,4,1,1,1
59716,/kaggle/input/fashion-product-images-small/images/59716.jpg,2,1,19,72,4,2,2,1
37769,/kaggle/input/fashion-product-images-small/images/37769.jpg,1,1,1,1,8,2,2,1
11099,/kaggle/input/fashion-product-images-small/images/11099.jpg,2,1,2,75,4,1,1,2
4852,/kaggle/input/fashion-product-images-small/images/4852.jpg,5,3,5,7,7,2,2,1
5980,/kaggle/input/fashion-product-images-small/images/5980.jpg,1,1,1,1,5,2,1,1
54009,/kaggle/input/fashion-product-images-small/images/54009.jpg,2,2,8,10,4,2,2,1
18326,/kaggle/input/fashion-product-images-small/images/18326.jpg,1,1,1,1,4,1,1,1
2399,/kaggle/input/fashion-product-images-small/images/2399.jpg,1,3,5,7,4,3,9,1
9771,/kaggle/input/fashion-product-images-small/images/9771.jpg,1,1,1,56,2,1,1,1
48456,/kaggle/input/fashion-product-images-small/images/48456.jpg,1,1,1,5,8,2,2,1
